Square,NumChecklists,NumBirdChecklists,NumBirds
3964;-12043,50.0,11.0,17.0
3285;-11719,7.0,0.0,0
3313;-11733,2.0,0.0,0
3591;-11948,1.0,0.0,0
3255;-11706,391.0,0.0,0
3442;-11786,2.0,0.0,0
3804;-12045,4.0,0.0,0
3670;-11989,5.0,0.0,0
3255;-11696,2.0,0.0,0
3911;-12193,1.0,0.0,0
3878;-12022,1.0,1.0,4.0
3719;-12149,7.0,3.0,8.0
3930;-12273,1.0,1.0,1.0
3786;-12126,1.0,0.0,0
3782;-12253,34.0,1.0,1.0
3740;-12205,8.0,0.0,0
3857;-12142,5.0,0.0,0
4045;-12153,1.0,1.0,2.0
3698;-12155,1.0,0.0,0
3719;-12222,2.0,2.0,2.0
3740;-12203,12.0,0.0,0
3854;-12140,7.0,0.0,0
3831;-12265,1.0,0.0,0
3942;-12215,36.0,0.0,0
3851;-12111,1.0,0.0,0
3963;-12045,22.0,7.0,9.0
3938;-12009,16.0,8.0,12.0
3837;-12274,14.0,0.0,0
3280;-11706,1.0,0.0,0
3658;-12184,2.0,0.0,0
3282;-11723,1.0,0.0,0
3442;-11968,2.0,0.0,0
3655;-11874,15.0,10.0,24.0
3414;-11875,10.0,0.0,0
3607;-11955,2.0,0.0,0
3499;-11534,1.0,0.0,0
3882;-12118,1.0,0.0,0
3364;-11764,6.0,0.0,0
3717;-12182,4.0,3.0,14.0
3801;-12161,1.0,0.0,0
4084;-12391,2.0,0.0,0
3622;-11818,1.0,0.0,0
3493;-11972,2.0,0.0,0
3734;-12238,2.0,0.0,0
4007;-12082,1.0,0.0,0
3793;-12198,1.0,0.0,0
3261;-11693,15.0,0.0,0
3412;-11830,3.0,0.0,0
3567;-11763,11.0,0.0,0
3279;-11737,3.0,0.0,0
3800;-12050,3.0,0.0,0
3781;-12216,1.0,0.0,0
3771;-12246,2.0,0.0,0
4080;-12408,1.0,1.0,1.0
3797;-12227,1.0,0.0,0
3459;-11740,3.0,0.0,0
3696;-12187,15.0,9.0,29.0
3345;-11757,1.0,0.0,0
3505;-12063,1.0,0.0,0
3819;-12262,2.0,0.0,0
3463;-12011,2.0,0.0,0
3859;-12166,113.0,0.0,0
3513;-11795,8.0,0.0,0
3594;-11807,7.0,0.0,0
3424;-11919,6.0,0.0,0
3864;-12129,1.0,0.0,0
3264;-11710,1.0,0.0,0
3848;-12314,1.0,0.0,0
3907;-12189,40.0,0.0,0
3473;-11908,6.0,0.0,0
3409;-11833,1.0,0.0,0
3376;-11631,1.0,0.0,0
3510;-11501,1.0,0.0,0
3426;-11693,5.0,5.0,9.0
3530;-12066,15.0,0.0,0
4072;-12417,1.0,0.0,0
4083;-12370,136.0,107.0,221.0
3809;-12290,9.0,5.0,10.0
3502;-12061,1.0,0.0,0
3762;-12176,1.0,0.0,0
3607;-11902,1.0,1.0,1.0
3703;-12142,1.0,1.0,2.0
3845;-12274,2.0,0.0,0
3370;-11800,562.0,0.0,0
3742;-12191,3.0,0.0,0
3844;-12312,15.0,0.0,0
3527;-12064,1.0,0.0,0
3813;-12130,48.0,0.0,0
3752;-12085,7.0,0.0,0
3836;-12272,1.0,0.0,0
3405;-11831,1.0,0.0,0
3876;-11993,1.0,0.0,0
3705;-11956,4.0,0.0,0
3368;-11722,3.0,0.0,0
3360;-11780,3.0,0.0,0
3751;-12250,1.0,0.0,0
3414;-11829,14.0,0.0,0
3774;-11999,2.0,2.0,9.0
3262;-11693,1.0,0.0,0
3823;-12204,4.0,0.0,0
4112;-12101,1.0,0.0,0
3870;-12055,6.0,4.0,10.0
3998;-12112,3.0,0.0,0
3793;-12232,1.0,0.0,0
3530;-11924,1.0,0.0,0
3993;-12089,7.0,4.0,16.0
3779;-11893,1.0,0.0,0
3461;-11813,30.0,0.0,0
3660;-11875,15.0,8.0,12.0
3419;-11691,6.0,4.0,13.0
3774;-12244,35.0,1.0,1.0
3589;-11868,1.0,0.0,0
3924;-12149,1.0,0.0,0
3783;-12223,28.0,21.0,122.0
3416;-11844,1.0,0.0,0
3283;-11716,3.0,0.0,0
3774;-12240,3.0,0.0,0
4034;-12399,1.0,0.0,0
3273;-11721,21.0,0.0,0
3716;-11920,27.0,6.0,12.0
3642;-12191,3.0,0.0,0
3767;-12176,4.0,0.0,0
3540;-11956,1.0,0.0,0
3939;-12010,1.0,1.0,2.0
4014;-12347,1.0,0.0,0
3845;-12146,1.0,0.0,0
3724;-11978,7.0,0.0,0
3726;-12238,1.0,0.0,0
3848;-12257,1.0,0.0,0
4028;-12380,11.0,10.0,31.0
3698;-12215,21.0,0.0,0
3283;-11843,1.0,0.0,0
3513;-12058,1.0,0.0,0
3629;-12157,1.0,1.0,2.0
3717;-12233,1.0,1.0,2.0
3413;-11816,68.0,0.0,0
3418;-11893,690.0,0.0,0
3851;-12208,2.0,0.0,0
3369;-11449,103.0,0.0,0
3678;-11829,4.0,4.0,8.0
3889;-12328,1.0,1.0,2.0
3803;-12254,56.0,1.0,1.0
3444;-11783,1.0,0.0,0
3801;-12132,1.0,0.0,0
3850;-12182,1.0,0.0,0
3941;-12078,6.0,2.0,2.0
4174;-12261,6.0,0.0,0
3615;-11928,1.0,0.0,0
3845;-12004,1.0,1.0,1.0
3875;-12113,1.0,0.0,0
3814;-12287,5.0,0.0,0
3527;-12066,8.0,3.0,3.0
3816;-12272,1.0,0.0,0
3741;-12202,10.0,0.0,0
3292;-11687,1.0,0.0,0
3780;-12220,61.0,39.0,51.0
3291;-11850,2.0,0.0,0
3778;-12239,2.0,0.0,0
3444;-11924,3.0,0.0,0
3861;-12137,43.0,0.0,0
3372;-11777,2.0,0.0,0
3994;-12110,2.0,2.0,5.0
3425;-11919,2.0,0.0,0
3785;-12220,53.0,25.0,75.0
3410;-11856,1.0,0.0,0
3384;-11834,14.0,0.0,0
3986;-12098,2.0,0.0,0
3577;-11843,4.0,0.0,0
3448;-12117,1.0,0.0,0
3676;-11979,2.0,0.0,0
3636;-12155,2.0,0.0,0
3372;-11776,1.0,0.0,0
3527;-11560,1.0,0.0,0
3881;-12271,12.0,7.0,14.0
3698;-12196,2.0,2.0,4.0
3799;-12301,7.0,0.0,0
3368;-11734,6.0,0.0,0
3658;-12188,2.0,1.0,3.0
3285;-11694,2.0,0.0,0
3632;-12157,13.0,13.0,34.0
3401;-11728,15.0,0.0,0
4180;-12259,2.0,0.0,0
3355;-11651,5.0,0.0,0
3536;-12065,1.0,0.0,0
3388;-11821,13.0,0.0,0
3794;-12240,1.0,0.0,0
3772;-12212,7.0,7.0,21.0
3400;-11781,1.0,0.0,0
3866;-12152,4.0,0.0,0
3683;-11980,1.0,0.0,0
3779;-12046,1.0,0.0,0
3623;-12104,1.0,0.0,0
3416;-11430,1.0,0.0,0
3364;-11776,1.0,0.0,0
3437;-11930,1.0,0.0,0
3414;-11812,1.0,0.0,0
3298;-11692,1.0,0.0,0
3426;-11679,9.0,0.0,0
4020;-12041,1.0,0.0,0
3279;-11725,4.0,0.0,0
4072;-12421,1.0,0.0,0
4152;-12404,2.0,1.0,1.0
3860;-12099,3.0,0.0,0
3627;-12133,10.0,0.0,0
3990;-12097,1.0,0.0,0
3567;-12104,1.0,1.0,2.0
3427;-11917,2.0,0.0,0
3909;-12117,1.0,0.0,0
3376;-11779,1.0,0.0,0
3782;-12247,3.0,0.0,0
3534;-12063,1.0,1.0,2.0
3865;-11953,1.0,0.0,0
3812;-12261,1.0,0.0,0
3903;-12109,9.0,0.0,0
3750;-12248,265.0,3.0,4.0
3735;-11934,1.0,1.0,1.0
3309;-11710,1.0,0.0,0
3520;-11876,2.0,0.0,0
3769;-12188,1.0,0.0,0
4041;-12067,18.0,7.0,33.0
3794;-12036,1.0,0.0,0
3380;-11792,2.0,0.0,0
3374;-11840,46.0,0.0,0
3430;-11860,3.0,0.0,0
3299;-11727,2.0,0.0,0
3931;-12011,26.0,1.0,6.0
3780;-11954,1.0,0.0,0
3483;-11814,1.0,0.0,0
3912;-12350,1.0,0.0,0
3381;-11538,4.0,0.0,0
3794;-12264,1.0,1.0,2.0
4132;-12401,3.0,1.0,1.0
3511;-11959,1.0,0.0,0
3948;-12036,7.0,4.0,5.0
3407;-11890,1.0,0.0,0
3744;-11857,6.0,0.0,0
3610;-11900,1.0,0.0,0
3720;-12182,1.0,1.0,1.0
3745;-12209,1.0,0.0,0
3809;-12273,11.0,0.0,0
3779;-12232,1.0,0.0,0
3802;-12183,12.0,0.0,0
3724;-12214,7.0,5.0,14.0
3674;-11694,2.0,0.0,0
3579;-11796,1.0,0.0,0
3383;-11728,4.0,0.0,0
4065;-12120,1.0,1.0,1.0
3395;-11840,1.0,0.0,0
3335;-11647,1.0,0.0,0
3368;-11749,1.0,0.0,0
3619;-11866,1.0,1.0,2.0
3835;-12306,11.0,0.0,0
3953;-12119,1.0,0.0,0
3461;-11819,1.0,0.0,0
3738;-12181,1.0,0.0,0
3839;-12289,2.0,2.0,6.0
4187;-12152,5.0,0.0,0
3402;-11619,1.0,0.0,0
3711;-12143,1.0,0.0,0
3374;-11743,2.0,0.0,0
3282;-11714,5.0,0.0,0
3746;-12193,8.0,0.0,0
3907;-12260,1.0,0.0,0
3773;-12211,1.0,0.0,0
3932;-12060,2.0,2.0,4.0
3864;-12122,1.0,0.0,0
4176;-12155,2.0,0.0,0
3472;-11450,3.0,0.0,0
3948;-12121,2.0,0.0,0
3878;-12042,10.0,8.0,15.0
3709;-12187,2.0,2.0,4.0
3750;-12181,5.0,3.0,11.0
3768;-12213,1.0,0.0,0
3878;-11981,3.0,0.0,0
3826;-12143,95.0,0.0,0
3950;-12120,1.0,0.0,0
3807;-12281,5.0,1.0,2.0
3349;-11765,3.0,0.0,0
3796;-12252,1.0,0.0,0
4159;-12299,2.0,1.0,2.0
3972;-12066,4.0,2.0,2.0
4012;-12067,1.0,0.0,0
3782;-12231,3.0,0.0,0
3870;-12341,14.0,11.0,33.0
3804;-12287,7.0,6.0,9.0
3478;-11565,6.0,0.0,0
3533;-11811,2.0,0.0,0
3758;-12152,1.0,0.0,0
3665;-12173,2.0,1.0,1.0
3310;-11665,1.0,1.0,4.0
3412;-11780,12.0,0.0,0
3458;-11464,1.0,0.0,0
3950;-12023,9.0,4.0,4.0
3822;-12260,1.0,0.0,0
3853;-12035,4.0,2.0,7.0
4089;-12401,1.0,0.0,0
3654;-12188,1.0,0.0,0
3457;-11996,1.0,0.0,0
3820;-12202,61.0,0.0,0
3263;-11713,4.0,0.0,0
3760;-12237,49.0,0.0,0
3761;-11894,1.0,1.0,2.0
3972;-12177,5.0,0.0,0
3609;-11906,1.0,0.0,0
3912;-12287,6.0,0.0,0
3411;-11877,19.0,0.0,0
4014;-12234,2.0,0.0,0
3504;-11876,2.0,0.0,0
3877;-12125,16.0,0.0,0
3771;-12221,1.0,0.0,0
3796;-11911,12.0,5.0,8.0
3845;-12273,1.0,0.0,0
3284;-11722,6.0,0.0,0
3356;-11705,1.0,0.0,0
3907;-12104,1.0,1.0,15.0
3783;-12020,1.0,1.0,4.0
3380;-11677,68.0,41.0,95.0
4091;-12412,1.0,0.0,0
3360;-11774,1.0,0.0,0
3671;-11889,4.0,2.0,2.0
3848;-12236,8.0,0.0,0
3512;-11841,9.0,0.0,0
4145;-12289,3.0,1.0,2.0
3711;-12233,1.0,0.0,0
4127;-12269,11.0,4.0,5.0
3750;-11864,1.0,0.0,0
3847;-12141,1.0,0.0,0
3424;-11762,1.0,1.0,0.0
3812;-12226,7.0,0.0,0
3281;-11709,2.0,0.0,0
3891;-12262,1.0,0.0,0
3531;-12083,1.0,0.0,0
3412;-11813,5.0,0.0,0
3278;-11643,2.0,1.0,2.0
3375;-11809,18.0,0.0,0
3803;-12123,1.0,0.0,0
3566;-11830,370.0,1.0,4.0
3500;-12041,1.0,0.0,0
3827;-12029,9.0,4.0,12.0
3450;-12022,3.0,0.0,0
3397;-11690,1.0,0.0,0
3550;-11820,20.0,0.0,0
4188;-12088,1.0,0.0,0
4192;-12156,8.0,0.0,0
3321;-11738,1.0,0.0,0
3789;-11984,1.0,1.0,1.0
3773;-12111,10.0,0.0,0
3844;-12311,5.0,1.0,3.0
3366;-11669,98.0,22.0,38.0
3761;-12136,1.0,0.0,0
3399;-11803,1.0,0.0,0
3520;-12019,1.0,0.0,0
3782;-12001,1.0,1.0,2.0
3361;-11794,1.0,0.0,0
3818;-12002,2.0,2.0,6.0
3279;-11687,4.0,0.0,0
3841;-12199,2.0,0.0,0
3560;-11767,1.0,0.0,0
3644;-11683,1.0,0.0,0
3841;-12149,1.0,0.0,0
4058;-12415,1.0,0.0,0
3697;-12201,19.0,14.0,19.0
3855;-12177,1.0,0.0,0
3718;-11831,1.0,0.0,0
3467;-11781,5.0,0.0,0
3416;-11858,1.0,0.0,0
3348;-11771,1.0,0.0,0
3414;-11896,95.0,0.0,0
3423;-11707,1.0,1.0,0.0
3762;-12002,7.0,0.0,0
3873;-12134,3.0,0.0,0
3852;-12190,1.0,0.0,0
3857;-12269,17.0,1.0,2.0
3946;-12057,1.0,0.0,0
3334;-11690,35.0,31.0,178.0
3349;-11607,3.0,0.0,0
3876;-12352,2.0,0.0,0
3852;-12194,1.0,0.0,0
3457;-11719,1.0,0.0,0
3943;-12020,2.0,0.0,0
3365;-11520,1.0,0.0,0
3759;-11885,57.0,4.0,20.0
3879;-12123,1.0,0.0,0
3438;-11887,4.0,0.0,0
3426;-11807,2.0,1.0,2.0
4060;-12422,1.0,0.0,0
4076;-12308,4.0,0.0,0
3423;-11776,1.0,0.0,0
3913;-12316,3.0,0.0,0
3822;-12261,1.0,0.0,0
3866;-12110,4.0,0.0,0
3744;-12192,2.0,0.0,0
3814;-12258,24.0,8.0,18.0
3737;-11962,1.0,1.0,2.0
3416;-11878,4.0,0.0,0
3842;-12296,1.0,1.0,2.0
3941;-12032,1.0,1.0,2.0
3966;-12044,2.0,1.0,3.0
3543;-11889,6.0,0.0,0
3532;-12000,11.0,0.0,0
3761;-11839,2.0,0.0,0
3799;-12166,1.0,0.0,0
4016;-12078,3.0,3.0,7.0
3804;-12133,1.0,0.0,0
3362;-11795,16.0,0.0,0
3749;-12109,4.0,0.0,0
3499;-11948,1.0,0.0,0
3875;-12120,1.0,0.0,0
4049;-12233,1.0,0.0,0
3752;-11974,1.0,0.0,0
3791;-11926,2.0,0.0,0
3644;-11859,6.0,6.0,15.0
3411;-11835,2.0,0.0,0
3825;-12196,1.0,0.0,0
3841;-12009,1.0,0.0,0
4197;-12244,2.0,0.0,0
3260;-11694,1.0,0.0,0
3986;-12085,1.0,0.0,0
3973;-12181,6.0,0.0,0
3713;-12138,4.0,2.0,3.0
3773;-12249,9.0,0.0,0
3952;-12377,3.0,0.0,0
3732;-11836,7.0,0.0,0
3703;-12206,21.0,17.0,90.0
3710;-11930,19.0,2.0,7.0
3804;-12073,1.0,0.0,0
4002;-12099,1.0,0.0,0
3859;-12101,1.0,0.0,0
3538;-12055,1.0,0.0,0
3373;-11451,3.0,0.0,0
3621;-11815,2.0,2.0,8.0
3258;-11712,6.0,0.0,0
3424;-11608,1.0,0.0,0
3594;-11987,5.0,0.0,0
3437;-11896,4.0,0.0,0
3805;-12261,1.0,1.0,2.0
3566;-11832,42.0,0.0,0
3652;-11879,4.0,0.0,0
3836;-12281,1.0,0.0,0
3410;-11825,14.0,0.0,0
3473;-11670,5.0,0.0,0
3336;-11754,1.0,0.0,0
4004;-12075,1.0,1.0,1.0
3388;-11685,1.0,0.0,0
3804;-12195,5.0,0.0,0
3751;-11840,20.0,0.0,0
3782;-12199,5.0,0.0,0
4099;-12411,5.0,1.0,2.0
3891;-12103,2.0,0.0,0
3783;-12229,2.0,0.0,0
3743;-12217,10.0,3.0,4.0
3580;-11619,97.0,0.0,0
3775;-12224,67.0,0.0,0
4145;-12403,1.0,0.0,0
3721;-12184,1.0,0.0,0
3935;-12310,1.0,0.0,0
3403;-11841,1.0,0.0,0
3691;-12177,152.0,0.0,0
3845;-12195,1.0,0.0,0
3742;-12232,1.0,1.0,1.0
3291;-11710,25.0,0.0,0
3715;-12220,1.0,1.0,3.0
3794;-12199,1.0,0.0,0
3767;-11878,8.0,0.0,0
3961;-12191,1.0,0.0,0
3426;-11838,522.0,0.0,0
3501;-11875,2.0,0.0,0
3776;-11903,7.0,2.0,2.0
3422;-11609,1.0,0.0,0
3916;-12300,3.0,1.0,1.0
3961;-12377,4.0,0.0,0
3781;-11985,1.0,1.0,4.0
3446;-11812,1.0,0.0,0
3426;-11721,1.0,0.0,0
3769;-12120,4.0,0.0,0
3415;-11921,1.0,0.0,0
4053;-12235,1.0,0.0,0
3621;-11672,2.0,0.0,0
3295;-11663,1.0,0.0,0
4153;-12007,1.0,0.0,0
3652;-12192,15.0,1.0,1.0
3806;-12211,4.0,0.0,0
3790;-12214,1.0,0.0,0
3453;-11785,1.0,0.0,0
3703;-12131,1.0,0.0,0
3538;-11968,1.0,0.0,0
3409;-11648,2.0,0.0,0
3814;-12082,4.0,0.0,0
3333;-11628,2.0,0.0,0
3997;-12093,12.0,8.0,24.0
3891;-12108,12.0,0.0,0
3428;-11877,2.0,0.0,0
4178;-12413,12.0,12.0,30.0
3447;-12022,6.0,0.0,0
3542;-12075,20.0,7.0,17.0
3379;-11774,4.0,0.0,0
3408;-11690,2.0,2.0,5.0
3760;-12000,4.0,0.0,0
3404;-11853,10.0,0.0,0
3446;-12035,1.0,0.0,0
4017;-12071,1.0,1.0,2.0
3893;-11999,58.0,53.0,213.0
3762;-12241,4.0,0.0,0
3443;-11836,2.0,0.0,0
3926;-12091,1.0,1.0,2.0
3931;-12075,8.0,4.0,5.0
3398;-11807,6.0,0.0,0
3556;-11840,1.0,1.0,2.0
3463;-11701,1.0,0.0,0
3794;-12266,1.0,1.0,6.0
4057;-12434,22.0,10.0,18.0
3630;-11641,13.0,0.0,0
3436;-11905,2.0,0.0,0
3938;-12334,2.0,0.0,0
3709;-12211,27.0,14.0,23.0
3383;-11812,12.0,0.0,0
3811;-12165,2.0,0.0,0
3837;-12281,2.0,0.0,0
3824;-12291,1.0,0.0,0
3705;-11914,2.0,0.0,0
3363;-11464,1.0,0.0,0
4134;-12092,2.0,0.0,0
3701;-12200,1.0,1.0,2.0
3823;-12096,1.0,0.0,0
3481;-11562,8.0,0.0,0
3662;-12173,8.0,0.0,0
3743;-12222,2.0,0.0,0
3409;-11772,1.0,0.0,0
3402;-11881,11.0,0.0,0
3830;-12285,1.0,0.0,0
3742;-11855,3.0,0.0,0
3942;-12337,1.0,1.0,8.0
3805;-12297,4.0,0.0,0
3536;-12077,2.0,0.0,0
3289;-11720,10.0,0.0,0
3430;-11679,1.0,0.0,0
3493;-11948,1.0,0.0,0
3396;-11725,2.0,0.0,0
3754;-12195,18.0,1.0,1.0
4001;-12084,2.0,2.0,2.0
3704;-12108,3.0,0.0,0
3648;-12194,14.0,8.0,13.0
3756;-12198,1.0,0.0,0
3385;-11649,1.0,0.0,0
3996;-12092,11.0,2.0,5.0
3379;-11828,56.0,0.0,0
3522;-11564,1.0,0.0,0
3426;-11890,1.0,0.0,0
4034;-12147,2.0,0.0,0
3648;-12120,1.0,0.0,0
3781;-11995,2.0,2.0,2.0
3810;-12226,1.0,0.0,0
3600;-11859,1.0,1.0,0.0
3651;-12193,3.0,1.0,2.0
3818;-11906,3.0,1.0,2.0
3718;-12212,11.0,10.0,102.0
3974;-12163,1.0,0.0,0
3364;-11763,2.0,0.0,0
3593;-12016,1.0,0.0,0
3307;-11723,6.0,0.0,0
3429;-11802,3.0,3.0,5.0
3650;-12194,4.0,0.0,0
3651;-11954,1.0,0.0,0
3293;-11663,1.0,0.0,0
4022;-12063,1.0,1.0,3.0
3322;-11646,11.0,0.0,0
3780;-12247,212.0,37.0,54.0
3988;-12197,1.0,0.0,0
3846;-12116,3.0,0.0,0
3433;-11799,6.0,4.0,8.0
3458;-12014,20.0,0.0,0
3664;-12170,4.0,0.0,0
4072;-12283,3.0,2.0,2.0
3405;-11782,2.0,0.0,0
3542;-12088,1.0,0.0,0
3440;-11867,2.0,0.0,0
3397;-11599,2.0,0.0,0
3991;-12243,1.0,0.0,0
3743;-11989,1.0,0.0,0
4057;-12069,1.0,0.0,0
3972;-12146,1.0,1.0,4.0
4008;-12380,44.0,7.0,20.0
3701;-11908,1.0,1.0,1.0
3993;-12108,1.0,0.0,0
3927;-12110,1.0,0.0,0
3372;-11833,4.0,0.0,0
4016;-12110,2.0,2.0,4.0
3769;-11876,3.0,0.0,0
3450;-11862,2.0,0.0,0
3515;-11801,1.0,0.0,0
3759;-12250,16.0,2.0,3.0
4046;-12227,47.0,1.0,2.0
4056;-12316,2.0,0.0,0
3952;-12117,1.0,1.0,1.0
3857;-12257,1.0,0.0,0
4080;-12416,67.0,1.0,1.0
3535;-11904,1.0,0.0,0
3840;-12300,13.0,8.0,13.0
3764;-11895,13.0,3.0,4.0
3708;-12197,1.0,1.0,2.0
4086;-12396,1.0,1.0,5.0
3425;-11689,27.0,5.0,6.0
3464;-11689,2.0,0.0,0
3285;-11840,2.0,0.0,0
3737;-11835,1.0,0.0,0
3402;-11729,18.0,0.0,0
3308;-11713,5.0,0.0,0
3565;-11834,14.0,0.0,0
4019;-12110,1.0,0.0,0
3880;-12301,1.0,0.0,0
3734;-12206,1.0,0.0,0
3763;-12170,2.0,0.0,0
3941;-12200,1.0,0.0,0
4073;-12294,6.0,0.0,0
3531;-12050,2.0,0.0,0
3404;-11856,5.0,0.0,0
3871;-12301,1.0,0.0,0
3537;-11763,1.0,0.0,0
3971;-12380,1.0,0.0,0
4134;-12216,1.0,0.0,0
4017;-12060,2.0,0.0,0
3408;-11783,7.0,0.0,0
3368;-11789,1.0,0.0,0
3836;-12094,1.0,0.0,0
3425;-11688,28.0,2.0,2.0
3836;-12253,3.0,2.0,2.0
3977;-12061,4.0,3.0,14.0
3633;-11795,7.0,0.0,0
4028;-12212,4.0,0.0,0
3762;-11899,8.0,8.0,18.0
4153;-12224,1.0,0.0,0
3701;-12172,1.0,1.0,10.0
3736;-11844,3.0,0.0,0
3788;-12250,11.0,1.0,1.0
3280;-11596,2.0,0.0,0
3941;-12008,1.0,0.0,0
3751;-11960,8.0,7.0,13.0
4030;-12156,1.0,1.0,1.0
3811;-12295,19.0,1.0,2.0
3482;-11886,6.0,0.0,0
3909;-12110,1.0,0.0,0
3530;-11796,7.0,0.0,0
3884;-12030,1.0,0.0,0
3259;-11708,3.0,0.0,0
3812;-12259,44.0,19.0,34.0
3767;-11965,2.0,2.0,4.0
3937;-12110,2.0,2.0,8.0
3575;-11959,6.0,0.0,0
3764;-12047,8.0,0.0,0
3662;-11811,1.0,0.0,0
3276;-11710,2.0,0.0,0
3404;-11815,1.0,0.0,0
3435;-11783,10.0,3.0,10.0
3495;-11990,9.0,0.0,0
3405;-11806,3.0,0.0,0
3392;-11805,3.0,0.0,0
3903;-12067,29.0,15.0,32.0
3679;-11865,1.0,1.0,8.0
3813;-12217,1.0,0.0,0
3568;-12128,3.0,0.0,0
3670;-12086,51.0,0.0,0
3833;-12144,1.0,0.0,0
4058;-12095,1.0,1.0,4.0
3622;-12175,2.0,2.0,4.0
4089;-12361,1.0,0.0,0
3391;-11840,1.0,0.0,0
4012;-12145,5.0,0.0,0
3815;-12278,5.0,2.0,4.0
3415;-11874,2.0,0.0,0
3451;-11978,2.0,0.0,0
3862;-12313,1.0,1.0,2.0
3751;-12195,1.0,0.0,0
3899;-12114,4.0,0.0,0
4055;-12406,2.0,0.0,0
3977;-12235,7.0,0.0,0
3372;-11802,8.0,0.0,0
3891;-11996,2.0,2.0,4.0
3752;-12235,1.0,0.0,0
3273;-11694,28.0,0.0,0
4065;-12145,2.0,0.0,0
3441;-11988,4.0,0.0,0
4012;-12064,1.0,0.0,0
3708;-12166,1.0,0.0,0
3720;-12236,1.0,1.0,2.0
3720;-12142,4.0,0.0,0
3404;-11855,7.0,0.0,0
3786;-12248,1.0,0.0,0
3420;-11885,15.0,0.0,0
3989;-12280,2.0,2.0,4.0
3459;-11872,1.0,0.0,0
3793;-12210,27.0,19.0,46.0
3499;-11939,1.0,0.0,0
4115;-12231,1.0,1.0,6.0
3765;-12097,1.0,0.0,0
3282;-11663,1.0,0.0,0
3708;-12208,1.0,0.0,0
3974;-12169,4.0,0.0,0
3321;-11703,1.0,0.0,0
3366;-11453,1.0,0.0,0
3278;-11720,6.0,0.0,0
3625;-11987,2.0,0.0,0
3879;-11995,2.0,0.0,0
3302;-11641,1.0,0.0,0
3561;-11763,190.0,0.0,0
3446;-11919,1.0,0.0,0
3693;-11935,1.0,0.0,0
3535;-11933,1.0,0.0,0
3876;-12159,1.0,0.0,0
3839;-12225,1.0,0.0,0
3427;-11855,3.0,0.0,0
4146;-12025,2.0,0.0,0
3781;-11885,1.0,0.0,0
3804;-12278,8.0,1.0,1.0
3809;-12283,1.0,1.0,2.0
3384;-11837,55.0,0.0,0
3630;-11928,1.0,0.0,0
3768;-12211,1.0,0.0,0
3823;-12203,3.0,0.0,0
4076;-12406,1.0,0.0,0
3796;-12242,4.0,0.0,0
3833;-12306,5.0,0.0,0
4186;-12414,1.0,0.0,0
3940;-12337,3.0,2.0,3.0
3442;-11984,23.0,0.0,0
4034;-12171,2.0,0.0,0
3400;-11881,2.0,0.0,0
4017;-12065,2.0,2.0,10.0
3359;-11645,5.0,0.0,0
3561;-11860,1.0,1.0,2.0
3880;-12091,3.0,1.0,1.0
3726;-12195,53.0,0.0,0
3786;-11908,1.0,0.0,0
3480;-11823,23.0,0.0,0
3745;-12216,3.0,0.0,0
3295;-11713,64.0,0.0,0
3418;-11921,3.0,0.0,0
3423;-11418,4.0,0.0,0
3556;-11960,1.0,0.0,0
3790;-12272,4.0,0.0,0
3409;-11697,9.0,0.0,0
3737;-11849,16.0,0.0,0
4035;-12087,2.0,0.0,0
3844;-12237,2.0,0.0,0
3789;-12270,2.0,0.0,0
3418;-11810,2.0,0.0,0
3456;-11732,1.0,0.0,0
3709;-12228,1.0,1.0,3.0
3385;-11780,21.0,0.0,0
3410;-11873,2.0,0.0,0
3553;-11866,1.0,0.0,0
3463;-11838,1.0,0.0,0
3404;-11810,1.0,0.0,0
3371;-11785,1.0,0.0,0
3324;-11738,1.0,0.0,0
3669;-12160,3.0,0.0,0
3853;-12177,5.0,0.0,0
3902;-12106,2.0,0.0,0
3681;-12157,4.0,0.0,0
3409;-11872,1.0,0.0,0
3644;-12164,17.0,6.0,11.0
4071;-12392,5.0,4.0,8.0
3833;-12262,1.0,1.0,1.0
3407;-11879,1.0,0.0,0
3280;-11725,2.0,0.0,0
3904;-12291,18.0,0.0,0
3843;-12106,2.0,0.0,0
3467;-11836,4.0,0.0,0
3644;-12179,1.0,0.0,0
3697;-11911,1.0,1.0,3.0
4037;-12303,1.0,0.0,0
3749;-11834,4.0,0.0,0
3404;-11710,2.0,0.0,0
3602;-12095,4.0,0.0,0
3519;-12072,1.0,0.0,0
4022;-12064,3.0,2.0,7.0
3850;-12220,2.0,0.0,0
3378;-11837,1.0,0.0,0
3621;-11810,2.0,0.0,0
4177;-12263,2.0,0.0,0
3836;-12198,2.0,0.0,0
3692;-12184,5.0,3.0,10.0
3398;-11847,2.0,0.0,0
4088;-12403,2.0,0.0,0
3992;-12106,1.0,1.0,0.0
3703;-12202,3.0,0.0,0
3425;-11926,59.0,0.0,0
3810;-12188,1.0,0.0,0
3854;-12180,1.0,0.0,0
3316;-11563,1.0,0.0,0
3310;-11730,2.0,0.0,0
3975;-12175,1.0,0.0,0
3613;-11807,2.0,0.0,0
4060;-12420,1.0,0.0,0
3662;-12184,3.0,0.0,0
3939;-12128,2.0,0.0,0
3905;-12314,2.0,1.0,2.0
3816;-12212,2.0,0.0,0
4154;-12405,6.0,4.0,10.0
