Square,NumChecklists,NumBirdChecklists,NumBirds
4068;-12141,12.0,11.0,15.0
3325;-11637,14.0,0.0,0
3695;-12008,6.0,1.0,3.0
3316;-11551,3.0,0.0,0
3758;-12132,7.0,0.0,0
3903;-12368,1.0,0.0,0
3275;-11725,35.0,0.0,0
3318;-11705,1.0,0.0,0
3425;-11917,1.0,0.0,0
3856;-12163,8.0,0.0,0
3313;-11667,13.0,0.0,0
3757;-12229,2.0,0.0,0
3783;-12230,27.0,0.0,0
3313;-11729,4.0,0.0,0
3452;-11715,1.0,0.0,0
3915;-12164,1.0,0.0,0
3857;-12241,18.0,7.0,12.0
3649;-12009,1.0,0.0,0
3854;-11987,1.0,0.0,0
3307;-11726,3.0,0.0,0
3374;-11672,65.0,53.0,133.0
3842;-12140,2.0,0.0,0
3653;-12185,40.0,0.0,0
3556;-12109,2.0,0.0,0
3324;-11727,28.0,0.0,0
3604;-11954,6.0,0.0,0
3409;-11773,6.0,0.0,0
3787;-11911,4.0,0.0,0
3748;-12001,1.0,0.0,0
4124;-12352,1.0,1.0,5.0
3708;-12182,2.0,2.0,2.0
3865;-12245,2.0,0.0,0
3454;-11918,8.0,0.0,0
4167;-12240,1.0,0.0,0
3745;-11873,8.0,6.0,9.0
3800;-12134,1.0,0.0,0
3984;-12139,13.0,9.0,14.0
3852;-12177,3.0,0.0,0
3855;-12135,324.0,0.0,0
3708;-11925,1.0,1.0,10.0
4164;-12251,1.0,0.0,0
4148;-12048,10.0,0.0,0
3935;-12363,1.0,1.0,2.0
4179;-12117,1.0,0.0,0
3824;-12197,1.0,0.0,0
3854;-12036,3.0,2.0,3.0
3718;-12222,2.0,1.0,4.0
3794;-12134,3.0,0.0,0
3679;-12179,4.0,0.0,0
3791;-12162,1.0,0.0,0
4079;-12405,5.0,3.0,5.0
3661;-12185,6.0,0.0,0
3377;-11777,8.0,0.0,0
3822;-12145,1.0,0.0,0
3371;-11828,181.0,0.0,0
3709;-12120,3.0,1.0,1.0
3391;-11696,1.0,0.0,0
3357;-11692,1.0,0.0,0
4191;-12031,1.0,0.0,0
3775;-12243,1.0,0.0,0
3410;-11810,2.0,0.0,0
3852;-12104,3.0,0.0,0
3393;-11814,4.0,0.0,0
3795;-12253,1.0,0.0,0
4031;-12130,1.0,0.0,0
3423;-11905,13.0,0.0,0
3844;-12284,27.0,2.0,3.0
4091;-12386,2.0,2.0,2.0
3395;-11729,2.0,0.0,0
3878;-12183,1.0,0.0,0
3778;-12247,78.0,11.0,14.0
3847;-12026,1.0,0.0,0
3391;-11795,1.0,0.0,0
3824;-12097,13.0,0.0,0
3498;-11893,3.0,0.0,0
3869;-12001,1.0,0.0,0
3838;-12178,4.0,0.0,0
3755;-12208,173.0,4.0,6.0
3374;-11641,1.0,0.0,0
3736;-12214,2.0,0.0,0
3764;-12097,14.0,0.0,0
3631;-11936,1.0,0.0,0
3733;-12181,1.0,0.0,0
3795;-12238,1.0,0.0,0
3492;-12062,1.0,0.0,0
3709;-12227,96.0,62.0,137.0
3698;-12195,81.0,12.0,14.0
3404;-11724,1.0,0.0,0
3418;-11736,1.0,0.0,0
3912;-12103,11.0,7.0,12.0
3925;-12321,3.0,0.0,0
3511;-11796,2.0,0.0,0
3857;-12245,2.0,2.0,4.0
3398;-11771,1.0,0.0,0
4091;-12380,1.0,0.0,0
3283;-11719,2.0,0.0,0
3651;-12180,3.0,1.0,2.0
3427;-11926,1.0,0.0,0
3496;-11885,1.0,0.0,0
3429;-11883,2.0,0.0,0
4024;-12227,1.0,0.0,0
3415;-11840,3.0,0.0,0
3789;-12251,7.0,0.0,0
3678;-11951,4.0,0.0,0
3419;-11891,1.0,0.0,0
3480;-11654,1.0,0.0,0
3417;-11715,2.0,0.0,0
3626;-12099,15.0,0.0,0
3744;-12187,1.0,0.0,0
3752;-12041,8.0,0.0,0
3688;-12183,2.0,0.0,0
3405;-11856,1.0,0.0,0
3843;-12282,1.0,0.0,0
3602;-11763,1.0,0.0,0
3354;-11648,8.0,0.0,0
4176;-12424,12.0,0.0,0
3383;-11792,1.0,0.0,0
3398;-11721,1.0,0.0,0
3748;-12231,28.0,10.0,17.0
3822;-12226,17.0,0.0,0
3797;-12186,7.0,0.0,0
3814;-12210,1.0,0.0,0
3937;-12305,1.0,0.0,0
3858;-12128,3.0,0.0,0
3732;-12208,8.0,0.0,0
3302;-11461,26.0,0.0,0
3439;-11942,1.0,0.0,0
3926;-12376,10.0,4.0,35.0
3718;-11862,4.0,2.0,6.0
4025;-12331,2.0,0.0,0
3442;-11459,2.0,0.0,0
3409;-11825,1.0,0.0,0
3853;-12178,1.0,0.0,0
3414;-11841,9.0,0.0,0
4058;-12307,2.0,0.0,0
3920;-12127,17.0,1.0,1.0
3861;-12130,84.0,0.0,0
3380;-11750,1.0,0.0,0
4032;-12428,1.0,0.0,0
3313;-11711,1.0,0.0,0
3867;-12012,2.0,0.0,0
3849;-12170,1.0,0.0,0
3301;-11644,5.0,0.0,0
4016;-12054,1.0,0.0,0
3381;-11667,1.0,0.0,0
3414;-11765,1.0,0.0,0
3860;-12157,97.0,0.0,0
3448;-11891,1.0,0.0,0
3397;-11708,7.0,0.0,0
3819;-12271,2.0,0.0,0
3950;-12168,4.0,0.0,0
3868;-12040,2.0,2.0,2.0
3931;-12035,1.0,1.0,3.0
4015;-12220,39.0,0.0,0
3439;-11970,6.0,0.0,0
3798;-12129,6.0,0.0,0
3894;-12130,8.0,0.0,0
3345;-11470,2.0,0.0,0
3411;-11773,4.0,0.0,0
3411;-11814,12.0,0.0,0
3402;-11849,2.0,0.0,0
3857;-12265,2.0,0.0,0
3870;-12007,5.0,3.0,4.0
3277;-11720,2.0,0.0,0
3850;-12198,12.0,0.0,0
3310;-11648,5.0,0.0,0
4127;-12233,96.0,54.0,91.0
3733;-11964,4.0,1.0,1.0
3276;-11527,5.0,0.0,0
3987;-12118,2.0,0.0,0
3612;-11854,32.0,22.0,49.0
3881;-12298,1.0,0.0,0
3725;-12234,3.0,2.0,4.0
3774;-12237,172.0,0.0,0
3915;-12106,2.0,2.0,6.0
3843;-12080,1.0,0.0,0
3875;-12282,1.0,0.0,0
4065;-12294,2.0,1.0,1.0
3821;-12256,1.0,0.0,0
3748;-11961,8.0,0.0,0
3402;-11840,2.0,0.0,0
3574;-11856,4.0,1.0,4.0
4184;-12257,2.0,0.0,0
3303;-11560,2.0,0.0,0
3634;-12059,1.0,0.0,0
3963;-12060,1.0,1.0,4.0
4027;-12092,1.0,0.0,0
3731;-12112,6.0,0.0,0
3408;-11820,1.0,0.0,0
3947;-12165,1.0,0.0,0
3880;-12037,52.0,37.0,80.0
3649;-11884,1.0,1.0,1.0
3802;-12209,128.0,0.0,0
3849;-12030,1.0,1.0,2.0
3539;-11953,1.0,0.0,0
3285;-11725,26.0,0.0,0
4115;-12235,5.0,4.0,8.0
3476;-12045,3.0,0.0,0
3772;-11954,23.0,10.0,22.0
3568;-11828,1.0,0.0,0
3415;-11884,6.0,0.0,0
4091;-12154,6.0,0.0,0
3276;-11720,2.0,0.0,0
3573;-11855,46.0,27.0,64.0
3973;-12185,1.0,0.0,0
3836;-12063,1.0,1.0,1.0
3681;-12172,1.0,0.0,0
3417;-11839,1.0,0.0,0
3974;-12034,3.0,1.0,2.0
3697;-12199,166.0,98.0,344.0
3830;-12247,2.0,0.0,0
4163;-12265,2.0,0.0,0
3728;-12190,7.0,0.0,0
3788;-12229,3.0,0.0,0
3274;-11725,1.0,0.0,0
3697;-12187,1.0,1.0,3.0
3286;-11697,4.0,0.0,0
3686;-12172,2.0,0.0,0
3796;-12200,13.0,0.0,0
3712;-12025,1.0,0.0,0
4157;-12002,1.0,0.0,0
3854;-12320,2.0,0.0,0
3846;-12004,3.0,3.0,5.0
3414;-11872,2.0,0.0,0
3295;-11716,1.0,0.0,0
3859;-12139,88.0,0.0,0
3412;-11840,44.0,0.0,0
3824;-12265,6.0,5.0,12.0
3611;-12106,9.0,0.0,0
3651;-12192,5.0,1.0,3.0
3424;-11856,2.0,0.0,0
3389;-11809,1.0,0.0,0
3874;-12114,10.0,0.0,0
3682;-11936,4.0,0.0,0
3774;-11959,112.0,84.0,260.0
3765;-12237,6.0,0.0,0
3619;-11932,1.0,0.0,0
3777;-12086,1.0,0.0,0
3816;-12273,5.0,3.0,6.0
3652;-12183,6.0,2.0,5.0
3274;-11648,3.0,0.0,0
3809;-12293,3.0,0.0,0
3858;-12333,6.0,4.0,11.0
3953;-12088,1.0,0.0,0
3312;-11731,3.0,0.0,0
3283;-11644,7.0,6.0,14.0
3675;-11905,1.0,0.0,0
4017;-12086,2.0,2.0,2.0
3414;-11919,16.0,0.0,0
3748;-12214,4.0,0.0,0
3735;-12207,4.0,0.0,0
3719;-12154,8.0,8.0,28.0
3387;-11774,1.0,0.0,0
4170;-12151,1.0,0.0,0
3984;-12111,1.0,1.0,0.0
3910;-12350,2.0,1.0,5.0
3485;-11866,10.0,6.0,6.0
3620;-12114,10.0,0.0,0
3383;-11700,3.0,0.0,0
3282;-11713,2.0,0.0,0
3294;-11560,2.0,0.0,0
3865;-12171,3.0,0.0,0
3370;-11626,1.0,0.0,0
3799;-12299,7.0,0.0,0
3378;-11674,15.0,6.0,18.0
3743;-12209,240.0,0.0,0
4002;-12214,2.0,0.0,0
3271;-11723,2.0,0.0,0
3280;-11722,14.0,0.0,0
4084;-12284,1.0,1.0,3.0
3584;-11965,3.0,0.0,0
3273;-11741,1.0,0.0,0
3414;-11873,3.0,0.0,0
3860;-12156,1.0,0.0,0
3779;-12244,21.0,7.0,8.0
3479;-11811,45.0,0.0,0
3752;-11928,1.0,1.0,1.0
3848;-12050,1.0,1.0,1.0
3753;-12226,15.0,0.0,0
3553;-12108,1.0,1.0,7.0
3439;-11879,1.0,0.0,0
3876;-12028,6.0,6.0,16.0
3867;-12121,2.0,0.0,0
3873;-12070,6.0,2.0,4.0
3378;-11628,2.0,0.0,0
3547;-11854,1.0,0.0,0
3445;-11975,16.0,0.0,0
3432;-11681,3.0,0.0,0
3782;-12217,2.0,1.0,1.0
3434;-11810,7.0,0.0,0
3982;-12037,2.0,0.0,0
3548;-12068,2.0,0.0,0
3801;-12134,4.0,0.0,0
3943;-12072,4.0,0.0,0
3744;-12240,106.0,86.0,265.0
3719;-12146,7.0,5.0,8.0
3471;-11818,1.0,0.0,0
3800;-12196,2.0,0.0,0
3281;-11719,1.0,0.0,0
3761;-11881,3.0,0.0,0
3660;-11805,1.0,0.0,0
3700;-11901,1.0,1.0,1.0
3403;-11853,4.0,0.0,0
3378;-11813,1.0,0.0,0
3887;-12108,1.0,0.0,0
3763;-12158,1.0,0.0,0
3445;-11863,4.0,0.0,0
3359;-11759,3.0,0.0,0
3874;-12074,1.0,1.0,1.0
3364;-11784,35.0,0.0,0
3396;-11762,1.0,0.0,0
3952;-12158,3.0,0.0,0
3404;-11864,3.0,0.0,0
3473;-12008,3.0,0.0,0
3426;-11876,42.0,0.0,0
3263;-11690,1.0,0.0,0
3763;-11891,1.0,1.0,1.0
3621;-11803,1.0,1.0,1.0
3835;-12273,7.0,0.0,0
3844;-12096,1.0,0.0,0
3910;-12297,8.0,0.0,0
3962;-12046,3.0,1.0,1.0
3892;-12004,1.0,1.0,4.0
3613;-12112,1.0,0.0,0
3756;-11993,2.0,0.0,0
4180;-12405,1.0,0.0,0
3627;-11931,35.0,0.0,0
3442;-11982,16.0,0.0,0
3325;-11547,1.0,0.0,0
3704;-12206,41.0,35.0,218.0
3979;-12171,1.0,0.0,0
3845;-12304,25.0,14.0,33.0
3578;-11858,1.0,0.0,0
3704;-12217,1.0,0.0,0
3788;-12255,1.0,0.0,0
3859;-12196,1.0,0.0,0
3443;-11968,1.0,0.0,0
3464;-12013,1.0,0.0,0
3426;-11819,1.0,0.0,0
3757;-12168,3.0,3.0,3.0
3342;-11583,1.0,0.0,0
3757;-11897,2.0,0.0,0
4086;-12416,1.0,0.0,0
3345;-11606,1.0,0.0,0
3806;-12216,1.0,0.0,0
3961;-12066,4.0,1.0,2.0
3297;-11725,2.0,0.0,0
3930;-12108,1.0,0.0,0
4121;-12006,2.0,0.0,0
3272;-11717,7.0,0.0,0
3813;-12218,3.0,0.0,0
3743;-12226,2.0,1.0,3.0
3761;-12080,3.0,0.0,0
3427;-11856,6.0,0.0,0
3420;-11786,1.0,0.0,0
3344;-11731,1.0,0.0,0
3361;-11751,6.0,0.0,0
3785;-12224,7.0,0.0,0
3415;-11696,2.0,0.0,0
4062;-12257,1.0,0.0,0
3793;-11906,20.0,0.0,0
3753;-12087,1.0,0.0,0
3444;-11995,1.0,0.0,0
3780;-12229,1.0,0.0,0
3809;-12060,4.0,0.0,0
3523;-11927,1.0,0.0,0
3631;-11766,1.0,0.0,0
3992;-12119,1.0,1.0,1.0
3535;-11935,1.0,0.0,0
3372;-11835,20.0,0.0,0
3741;-12195,1.0,0.0,0
3779;-12141,2.0,0.0,0
3785;-11910,18.0,6.0,12.0
3751;-11930,1.0,1.0,1.0
3754;-11964,1.0,1.0,1.0
3496;-12059,1.0,0.0,0
3406;-11758,3.0,0.0,0
3472;-11795,33.0,0.0,0
3944;-12023,2.0,0.0,0
3899;-12031,4.0,3.0,3.0
3869;-12282,6.0,6.0,12.0
3649;-12143,15.0,0.0,0
3832;-12093,1.0,0.0,0
3410;-11778,1.0,0.0,0
3467;-12042,10.0,0.0,0
3873;-12128,58.0,0.0,0
3537;-11816,1.0,0.0,0
3804;-12297,12.0,0.0,0
3987;-12160,1.0,1.0,1.0
4163;-12244,1.0,0.0,0
3416;-11896,7.0,0.0,0
3804;-12134,1.0,0.0,0
3732;-12234,2.0,1.0,3.0
3322;-11736,1.0,0.0,0
3641;-12037,31.0,0.0,0
4121;-12410,1.0,0.0,0
3830;-12302,1.0,0.0,0
3690;-12178,150.0,0.0,0
3690;-12184,1.0,0.0,0
3744;-12195,7.0,0.0,0
3381;-11652,8.0,0.0,0
3968;-12063,2.0,0.0,0
3792;-11925,8.0,1.0,2.0
4090;-12411,2.0,0.0,0
3793;-11911,2.0,1.0,2.0
3973;-12178,1.0,0.0,0
3398;-11841,30.0,0.0,0
3756;-12251,5.0,1.0,2.0
3313;-11561,1.0,0.0,0
3721;-12169,2.0,0.0,0
3486;-11862,7.0,0.0,0
3806;-12219,21.0,0.0,0
3927;-12377,2.0,0.0,0
3327;-11653,1.0,1.0,8.0
3651;-12195,1.0,0.0,0
3545;-11837,1.0,0.0,0
3514;-11849,20.0,0.0,0
3842;-12009,3.0,2.0,7.0
4184;-12319,1.0,1.0,4.0
3857;-12174,162.0,0.0,0
3442;-11969,4.0,0.0,0
4002;-12096,1.0,1.0,5.0
4028;-12073,1.0,0.0,0
3282;-11652,5.0,2.0,5.0
3755;-12227,14.0,0.0,0
3661;-12096,1.0,0.0,0
3868;-11965,2.0,0.0,0
3866;-11953,11.0,1.0,1.0
3963;-12055,8.0,3.0,7.0
3417;-11802,5.0,2.0,3.0
3903;-12013,3.0,0.0,0
3440;-11951,1.0,0.0,0
3951;-12017,14.0,4.0,4.0
3413;-11603,1.0,0.0,0
3795;-11978,5.0,4.0,8.0
4022;-12238,2.0,1.0,8.0
3261;-11619,61.0,0.0,0
3612;-11945,1.0,0.0,0
3722;-12038,1.0,0.0,0
3783;-12194,1.0,0.0,0
4038;-12228,2.0,0.0,0
3656;-12188,2.0,2.0,10.0
3661;-11803,7.0,0.0,0
3417;-11874,3.0,0.0,0
3315;-11616,1.0,0.0,0
4037;-12032,4.0,0.0,0
3842;-12147,2.0,0.0,0
3723;-12025,3.0,0.0,0
3872;-12348,12.0,6.0,10.0
3889;-12156,4.0,0.0,0
3744;-12209,2.0,0.0,0
3562;-12028,3.0,0.0,0
3752;-12211,1.0,0.0,0
4084;-12371,1.0,1.0,5.0
3932;-12144,1.0,0.0,0
3447;-11850,1.0,0.0,0
4032;-12156,3.0,3.0,8.0
3734;-12184,2.0,0.0,0
3463;-12006,3.0,0.0,0
4113;-12415,50.0,29.0,125.0
3787;-12044,1.0,0.0,0
3327;-11639,3.0,0.0,0
3727;-12238,6.0,0.0,0
3601;-12151,3.0,3.0,14.0
3749;-12103,1.0,0.0,0
3793;-12276,2.0,2.0,4.0
3664;-12179,1.0,0.0,0
3773;-11899,1.0,0.0,0
4001;-12099,2.0,1.0,4.0
3380;-11700,1.0,0.0,0
3903;-12205,12.0,0.0,0
3374;-11763,9.0,0.0,0
3878;-12000,1.0,0.0,0
3823;-12134,1.0,0.0,0
3676;-12141,1.0,0.0,0
3744;-12212,8.0,0.0,0
3328;-11643,8.0,0.0,0
3450;-11982,53.0,27.0,53.0
3781;-11950,1.0,1.0,1.0
3652;-12184,3.0,1.0,1.0
3792;-12230,1.0,1.0,2.0
4073;-12422,1.0,0.0,0
3771;-12242,17.0,1.0,1.0
4052;-12400,3.0,2.0,4.0
3361;-11786,2.0,0.0,0
3380;-11678,3.0,3.0,4.0
4084;-12152,1.0,0.0,0
3374;-11537,7.0,0.0,0
3420;-11795,1.0,0.0,0
3798;-12252,1.0,0.0,0
4139;-12237,3.0,0.0,0
3939;-12008,1.0,1.0,2.0
4125;-12302,1.0,1.0,3.0
3555;-11543,1.0,0.0,0
3758;-11967,1.0,0.0,0
3889;-12231,1.0,0.0,0
3844;-12280,28.0,0.0,0
3308;-11657,1.0,1.0,2.0
3596;-11862,1.0,0.0,0
3387;-11778,7.0,0.0,0
3745;-12128,9.0,0.0,0
3857;-12221,2.0,1.0,1.0
3864;-12134,1.0,0.0,0
3292;-11696,2.0,0.0,0
4025;-12175,1.0,0.0,0
3432;-11811,3.0,0.0,0
3833;-12238,1.0,1.0,1.0
3803;-12286,1.0,1.0,2.0
3781;-11851,12.0,0.0,0
4028;-12065,2.0,1.0,2.0
3452;-11511,1.0,0.0,0
3788;-11909,1.0,0.0,0
3409;-11783,6.0,0.0,0
3441;-11959,1.0,0.0,0
3391;-11750,3.0,0.0,0
3791;-12255,1.0,0.0,0
3800;-12170,51.0,0.0,0
4062;-12363,2.0,0.0,0
3533;-12086,5.0,0.0,0
4100;-12163,2.0,2.0,4.0
4172;-12265,8.0,0.0,0
3730;-12220,3.0,2.0,5.0
4183;-12147,6.0,0.0,0
3911;-12104,11.0,5.0,11.0
3725;-12221,30.0,22.0,75.0
3720;-12150,3.0,3.0,14.0
3987;-12078,1.0,0.0,0
3872;-12125,1.0,0.0,0
3774;-11893,3.0,2.0,4.0
4014;-12057,1.0,1.0,1.0
3758;-12161,6.0,0.0,0
3854;-12182,2.0,0.0,0
4174;-12263,1.0,0.0,0
3402;-11803,1.0,0.0,0
3322;-11735,7.0,0.0,0
3380;-11817,10.0,0.0,0
3401;-11730,4.0,0.0,0
3353;-11675,1.0,0.0,0
3490;-12037,1.0,0.0,0
3284;-11674,1.0,0.0,0
3808;-12284,3.0,0.0,0
3697;-12191,35.0,1.0,1.0
3729;-12224,10.0,6.0,42.0
3776;-11912,7.0,7.0,12.0
3792;-12040,1.0,0.0,0
3548;-11820,3.0,0.0,0
3823;-12054,1.0,0.0,0
3881;-12221,1.0,0.0,0
3735;-12239,2.0,0.0,0
4030;-12119,1.0,1.0,3.0
3627;-12106,1.0,0.0,0
4026;-12242,2.0,0.0,0
3412;-11785,1.0,0.0,0
3576;-11565,1.0,0.0,0
3684;-12130,1.0,0.0,0
3409;-11811,1.0,0.0,0
3570;-11830,1.0,0.0,0
3306;-11724,4.0,0.0,0
3319;-11562,1.0,0.0,0
4169;-12147,1.0,0.0,0
3804;-12261,2.0,1.0,3.0
3376;-11811,26.0,0.0,0
3870;-12264,2.0,2.0,4.0
4076;-12417,1.0,0.0,0
3877;-12124,1.0,0.0,0
3545;-11551,1.0,0.0,0
3724;-12197,2.0,0.0,0
3629;-12105,1.0,0.0,0
3932;-12147,1.0,0.0,0
3318;-11620,1.0,0.0,0
3729;-12190,29.0,0.0,0
3813;-12141,3.0,0.0,0
3329;-11721,32.0,0.0,0
3533;-11909,1.0,0.0,0
3932;-12037,2.0,0.0,0
3785;-12230,1.0,0.0,0
3801;-12253,2.0,0.0,0
3330;-11725,1.0,0.0,0
3420;-11812,54.0,2.0,5.0
3913;-12159,13.0,0.0,0
4060;-12426,1.0,0.0,0
3415;-11859,2.0,0.0,0
3936;-12332,31.0,31.0,82.0
3860;-12139,147.0,0.0,0
3345;-11610,1.0,0.0,0
3928;-12092,3.0,2.0,6.0
3767;-11880,17.0,1.0,2.0
4174;-12419,76.0,0.0,0
3787;-12249,2.0,0.0,0
4046;-12421,10.0,0.0,0
3301;-11635,2.0,0.0,0
3724;-12186,6.0,0.0,0
3449;-11971,6.0,2.0,2.0
3762;-12111,1.0,0.0,0
3742;-12198,5.0,0.0,0
3910;-12204,1.0,0.0,0
4066;-12263,29.0,13.0,18.0
3740;-11848,1.0,0.0,0
3258;-11694,1.0,0.0,0
3554;-12081,1.0,1.0,2.0
4065;-12148,1.0,0.0,0
3894;-12369,1.0,0.0,0
3972;-12065,7.0,0.0,0
3279;-11530,2.0,0.0,0
3921;-12104,6.0,6.0,24.0
3966;-12102,1.0,0.0,0
3590;-11740,1.0,0.0,0
3372;-11832,1.0,0.0,0
3394;-11726,3.0,0.0,0
3761;-11873,3.0,0.0,0
3724;-12236,1.0,0.0,0
4109;-12415,1.0,0.0,0
3546;-12062,6.0,0.0,0
3421;-11863,2.0,0.0,0
3319;-11561,22.0,0.0,0
3411;-11818,2.0,0.0,0
3482;-11902,3.0,3.0,3.0
3277;-11724,7.0,0.0,0
3291;-11720,65.0,0.0,0
3844;-12119,1.0,0.0,0
3968;-12026,39.0,0.0,0
3409;-11781,1.0,0.0,0
3982;-12041,3.0,0.0,0
3993;-12088,1.0,0.0,0
3419;-11917,2.0,0.0,0
3361;-11765,1.0,0.0,0
3720;-12141,4.0,1.0,2.0
4005;-12378,1.0,0.0,0
3914;-12196,1.0,0.0,0
3723;-12209,5.0,3.0,6.0
3398;-11760,6.0,0.0,0
3908;-12142,3.0,0.0,0
3796;-12037,1.0,0.0,0
3259;-11704,21.0,0.0,0
3453;-12004,3.0,0.0,0
4199;-12362,1.0,1.0,7.0
3731;-12215,32.0,18.0,46.0
3729;-12220,4.0,3.0,6.0
3805;-12213,1.0,0.0,0
3709;-11949,1.0,0.0,0
3815;-12128,2.0,0.0,0
3637;-11979,1.0,0.0,0
3803;-12168,13.0,0.0,0
3377;-11831,3.0,0.0,0
3843;-12091,1.0,0.0,0
3793;-12256,1.0,0.0,0
3804;-12215,4.0,0.0,0
3794;-12252,30.0,0.0,0
3372;-11808,1.0,0.0,0
3500;-11822,1.0,0.0,0
3301;-11722,5.0,0.0,0
3809;-12291,65.0,1.0,1.0
3658;-11946,7.0,1.0,1.0
3868;-12187,17.0,0.0,0
3501;-11961,8.0,0.0,0
3273;-11724,1.0,0.0,0
3362;-11773,4.0,0.0,0
3443;-11970,13.0,0.0,0
3363;-11550,1.0,0.0,0
3762;-12248,1.0,0.0,0
3406;-11640,3.0,0.0,0
3652;-12193,1.0,1.0,2.0
3762;-12207,1.0,0.0,0
3785;-12225,22.0,0.0,0
3397;-11739,5.0,0.0,0
3780;-11881,1.0,1.0,2.0
3335;-11723,4.0,0.0,0
3723;-12241,5.0,0.0,0
3843;-12273,1.0,1.0,1.0
3506;-12062,6.0,0.0,0
3882;-12095,5.0,0.0,0
3683;-11889,4.0,0.0,0
3356;-11453,1.0,0.0,0
3898;-12310,1.0,0.0,0
3783;-12252,20.0,1.0,3.0
3498;-11660,1.0,0.0,0
3807;-12252,3.0,0.0,0
3795;-12231,18.0,13.0,42.0
3827;-11921,7.0,0.0,0
3405;-11723,3.0,0.0,0
3382;-11797,1.0,0.0,0
3798;-12256,1.0,0.0,0
3858;-12026,2.0,1.0,3.0
3829;-12249,1.0,0.0,0
3893;-12163,1.0,0.0,0
3936;-12097,3.0,0.0,0
3452;-12020,1.0,0.0,0
3558;-12112,3.0,0.0,0
3604;-11897,2.0,0.0,0
3543;-12028,1.0,0.0,0
3301;-11707,13.0,0.0,0
3743;-12244,7.0,0.0,0
3916;-12023,1.0,1.0,2.0
3258;-11707,2.0,0.0,0
3529;-12068,1.0,0.0,0
3705;-11823,1.0,0.0,0
3660;-12195,15.0,1.0,1.0
3658;-12172,1.0,0.0,0
3321;-11740,16.0,0.0,0
3826;-12264,1.0,0.0,0
3496;-12062,2.0,0.0,0
3417;-11686,2.0,2.0,10.0
3678;-12172,2.0,1.0,1.0
3983;-12384,2.0,0.0,0
3405;-11760,1.0,0.0,0
3379;-11807,4.0,0.0,0
3703;-12109,5.0,0.0,0
3563;-12025,1.0,0.0,0
3875;-12204,1.0,0.0,0
3697;-12151,1.0,0.0,0
3427;-11678,7.0,0.0,0
4156;-12228,3.0,0.0,0
3403;-11838,3.0,0.0,0
3909;-12309,4.0,3.0,4.0
3405;-11719,1.0,0.0,0
3498;-11465,1.0,0.0,0
4186;-12326,1.0,0.0,0
3925;-12084,2.0,2.0,2.0
3655;-12181,2.0,0.0,0
3921;-12138,1.0,0.0,0
3473;-11859,2.0,0.0,0
3742;-12134,5.0,0.0,0
3702;-11968,1.0,0.0,0
3326;-11556,2.0,0.0,0
3843;-12312,18.0,0.0,0
3411;-11714,11.0,0.0,0
3854;-12168,2.0,0.0,0
4169;-12243,1.0,0.0,0
3704;-11962,1.0,0.0,0
3423;-11713,18.0,2.0,9.0
3919;-12108,2.0,0.0,0
3518;-12071,9.0,1.0,2.0
3749;-12232,4.0,0.0,0
3756;-12229,4.0,0.0,0
3675;-12038,2.0,0.0,0
3427;-11806,23.0,9.0,9.0
3649;-12181,5.0,1.0,2.0
3456;-12014,11.0,0.0,0
3453;-11850,6.0,0.0,0
3720;-12234,8.0,3.0,2.0
3577;-11586,4.0,0.0,0
3366;-11709,1.0,0.0,0
3936;-12120,2.0,0.0,0
3352;-11726,11.0,0.0,0
3695;-12205,524.0,155.0,266.0
3536;-11558,16.0,0.0,0
4002;-12009,1.0,0.0,0
3364;-11564,1.0,0.0,0
3790;-12265,9.0,2.0,5.0
3721;-12176,2.0,0.0,0
3621;-11931,4.0,0.0,0
3399;-11821,1.0,0.0,0
4097;-12155,5.0,2.0,4.0
3403;-11831,36.0,0.0,0
3851;-12278,4.0,0.0,0
3802;-12208,6.0,0.0,0
3312;-11701,1.0,0.0,0
3793;-12227,2.0,0.0,0
3335;-11703,5.0,0.0,0
3466;-12011,2.0,0.0,0
3835;-12293,7.0,2.0,2.0
4121;-12108,6.0,0.0,0
3781;-12242,16.0,1.0,2.0
3480;-11822,5.0,0.0,0
3736;-12207,1.0,0.0,0
3311;-11660,17.0,15.0,37.0
3673;-12180,47.0,0.0,0
3682;-12129,1.0,0.0,0
3988;-12263,5.0,0.0,0
3408;-11903,18.0,0.0,0
3262;-11617,2.0,0.0,0
3394;-11761,40.0,0.0,0
3286;-11646,22.0,9.0,29.0
4123;-12200,15.0,13.0,26.0
3703;-11932,12.0,12.0,62.0
3398;-11846,3.0,0.0,0
3700;-12187,1.0,1.0,3.0
3755;-12200,2.0,0.0,0
3286;-11665,1.0,0.0,0
3270;-11693,22.0,0.0,0
3818;-11999,3.0,2.0,4.0
3566;-12125,15.0,0.0,0
3407;-11842,1.0,0.0,0
3430;-11733,1.0,0.0,0
3696;-12181,49.0,16.0,33.0
3421;-11732,1.0,0.0,0
3607;-12099,10.0,0.0,0
3897;-12072,2.0,0.0,0
3442;-11926,1.0,0.0,0
3733;-12188,52.0,0.0,0
3759;-12162,1.0,0.0,0
3457;-11962,1.0,0.0,0
3512;-11844,2.0,0.0,0
3415;-11832,6.0,0.0,0
3828;-12201,2.0,0.0,0
3718;-12148,7.0,6.0,8.0
3808;-12057,1.0,0.0,0
3648;-12117,3.0,2.0,6.0
4190;-12010,1.0,0.0,0
3740;-12212,2.0,0.0,0
